ShoulderWidth,Waist,Hips,TotalHeight,BodyShape
40.98,67.67,96.42,165.97,Pear
39.89,71.33,101.08,158.7,Pear
42.04,84.84,86.89,171.7,Rectangle
43.78,65.9,90.84,163.21,Hourglass
47.12,73.51,88.41,172.55,Inverted Triangle
43.75,76.24,82.74,168.56,Rectangle
44.24,76.85,79.04,173.34,Rectangle
35.38,66.51,89.16,167.26,Pear
44.47,63.8,92.64,164.46,Hourglass
39.81,71.82,95.44,160.06,Pear
44.98,66.91,93.84,163.25,Hourglass
45.66,61.7,95.26,163.69,Hourglass
43.0,75.59,86.07,163.61,Inverted Triangle
38.14,71.71,91.94,164.61,Pear
45.23,77.11,84.34,171.81,Inverted Triangle
36.38,70.88,93.68,171.68,Pear
36.59,71.41,95.01,165.99,Pear
41.67,64.89,91.42,159.18,Hourglass
41.28,77.32,81.64,168.74,Rectangle
35.65,72.34,97.52,157.78,Pear
40.09,70.19,94.06,170.54,Pear
49.36,73.37,85.5,164.15,Inverted Triangle
35.73,73.36,95.69,164.25,Pear
43.15,77.17,76.74,171.43,Rectangle
38.6,72.49,93.93,161.61,Pear
44.12,78.32,85.25,172.25,Rectangle
43.06,85.1,83.39,175.19,Rectangle
34.93,72.56,96.1,164.36,Pear
45.91,75.72,85.65,174.15,Inverted Triangle
46.77,74.76,88.49,167.07,Inverted Triangle
38.03,69.82,84.96,173.08,Pear
44.18,64.14,93.08,163.84,Hourglass
40.72,80.34,79.46,166.55,Rectangle
43.81,65.13,96.3,165.92,Hourglass
44.47,77.5,87.41,166.66,Inverted Triangle
39.6,70.36,100.94,157.81,Pear
42.5,86.16,84.09,171.2,Rectangle
41.65,67.36,96.22,167.46,Pear
39.38,71.73,91.6,165.38,Pear
38.63,63.3,89.72,156.11,Pear
35.98,67.07,88.02,167.48,Pear
41.77,64.92,92.57,161.8,Hourglass
40.74,78.83,79.82,164.49,Rectangle
41.46,82.81,84.13,163.35,Rectangle
42.63,65.8,94.77,156.97,Hourglass
37.9,67.36,97.75,167.15,Pear
39.37,80.74,77.29,167.51,Rectangle
36.92,73.47,97.79,162.63,Pear
44.72,71.34,87.43,165.71,Inverted Triangle
44.2,74.08,89.71,169.15,Inverted Triangle
45.22,62.46,95.61,165.55,Hourglass
42.66,77.82,82.64,161.9,Rectangle
43.95,77.51,79.43,171.23,Rectangle
38.32,72.29,94.27,159.54,Pear
41.33,83.21,81.56,167.7,Rectangle
42.05,65.85,89.14,167.37,Hourglass
39.36,65.86,94.72,165.42,Pear
43.52,78.05,78.75,170.78,Rectangle
40.38,81.59,78.87,165.59,Rectangle
40.3,87.64,76.81,163.65,Rectangle
45.62,75.83,94.96,164.79,Inverted Triangle
43.1,63.55,88.07,172.74,Hourglass
35.62,66.6,94.08,163.02,Pear
43.4,78.24,80.1,161.32,Rectangle
43.99,63.58,96.65,159.47,Hourglass
41.39,78.91,85.82,160.65,Rectangle
35.21,70.21,95.79,169.18,Pear
37.19,66.7,90.07,161.87,Pear
37.06,70.52,91.36,170.18,Pear
39.8,70.18,94.59,156.93,Pear
45.98,76.4,83.63,171.27,Inverted Triangle
45.25,75.79,85.71,167.86,Rectangle
42.09,79.04,81.83,162.94,Rectangle
40.95,68.14,98.65,165.89,Pear
37.62,71.56,93.64,162.88,Pear
38.73,67.3,92.65,164.18,Pear
41.12,80.13,79.41,173.39,Rectangle
44.15,69.36,85.16,169.49,Hourglass
39.08,70.81,88.17,162.44,Hourglass
44.67,70.16,85.56,171.76,Inverted Triangle
40.37,85.0,81.78,170.15,Rectangle
41.66,68.8,90.32,168.0,Hourglass
47.44,72.62,90.9,160.39,Inverted Triangle
39.39,80.87,77.86,169.63,Rectangle
45.17,66.91,92.53,161.61,Hourglass
42.22,81.72,82.7,163.73,Rectangle
41.91,75.91,76.94,169.78,Rectangle
45.53,77.59,86.08,172.78,Inverted Triangle
43.33,65.09,90.85,165.58,Hourglass
46.79,64.0,92.47,158.68,Hourglass
39.61,78.27,74.85,169.08,Rectangle
40.76,81.12,79.27,167.32,Rectangle
35.78,66.72,96.79,156.87,Pear
40.77,80.95,78.97,165.89,Rectangle
46.44,74.08,85.13,170.88,Inverted Triangle
43.91,69.75,96.02,177.31,Inverted Triangle
44.57,63.82,91.45,164.89,Hourglass
34.93,73.48,95.89,163.11,Pear
43.11,83.32,85.38,165.72,Rectangle
47.41,77.56,91.62,164.84,Inverted Triangle
38.95,65.06,92.9,158.05,Hourglass
40.83,63.33,92.18,166.53,Hourglass
46.75,73.29,86.18,160.21,Inverted Triangle
46.68,75.96,90.53,169.98,Inverted Triangle
40.13,66.95,90.96,168.23,Hourglass
44.26,63.53,92.49,164.94,Hourglass
42.32,78.46,77.76,168.76,Rectangle
41.46,65.99,95.94,161.28,Hourglass
37.28,71.59,98.35,170.67,Pear
42.23,76.91,79.38,166.47,Rectangle
37.06,76.15,91.8,165.95,Pear
44.28,73.49,81.92,166.36,Inverted Triangle
45.48,75.37,86.03,169.58,Rectangle
39.65,61.56,95.79,167.32,Hourglass
45.68,75.05,86.33,162.74,Inverted Triangle
41.57,78.83,82.87,167.56,Rectangle
46.53,65.82,91.59,162.16,Hourglass
36.94,70.19,91.17,169.11,Pear
39.1,72.15,89.64,163.35,Pear
42.65,79.63,81.71,163.59,Rectangle
42.92,62.19,95.14,162.04,Hourglass
42.21,66.36,90.21,167.01,Hourglass
41.02,72.59,100.06,162.66,Pear
44.51,74.45,87.22,161.48,Inverted Triangle
34.82,74.17,96.71,159.77,Pear
43.12,65.14,88.14,168.78,Hourglass
46.13,73.33,85.88,171.9,Inverted Triangle
43.1,81.94,82.35,167.83,Rectangle
43.46,74.35,86.68,161.56,Inverted Triangle
40.58,66.6,93.81,163.74,Hourglass
44.89,66.57,94.83,155.08,Hourglass
34.85,66.44,92.37,160.07,Pear
44.04,69.69,95.78,176.43,Inverted Triangle
41.46,69.91,91.21,162.49,Hourglass
43.58,80.93,82.58,168.06,Rectangle
44.35,72.46,84.81,168.59,Inverted Triangle
43.83,64.56,93.4,161.28,Hourglass
34.96,70.29,96.01,162.13,Pear
43.01,81.08,78.34,169.21,Rectangle
48.65,78.2,91.05,166.58,Inverted Triangle
42.07,80.11,80.61,159.6,Rectangle
38.61,70.81,90.68,158.8,Pear
38.12,66.4,98.74,166.94,Hourglass
41.21,81.19,79.7,164.86,Rectangle
40.68,63.09,94.52,166.01,Hourglass
48.91,73.71,86.28,163.55,Inverted Triangle
43.57,72.08,84.58,168.27,Inverted Triangle
35.52,67.37,96.41,171.02,Pear
40.88,65.0,97.69,164.56,Hourglass
42.31,66.64,94.07,168.0,Hourglass
42.84,69.32,94.12,153.67,Hourglass
37.24,67.05,97.8,171.34,Pear
43.1,75.4,81.26,165.42,Rectangle
34.95,71.92,96.37,159.17,Pear
36.85,71.72,94.61,163.95,Pear
46.92,75.12,87.13,159.33,Inverted Triangle
43.94,71.2,85.66,168.97,Inverted Triangle
43.6,81.76,82.26,168.07,Rectangle
42.46,67.88,91.63,165.33,Hourglass
48.13,70.31,86.81,165.65,Inverted Triangle
47.14,74.48,92.43,169.52,Inverted Triangle
42.86,66.92,94.32,160.66,Hourglass
44.56,70.94,91.93,163.62,Hourglass
40.6,68.04,93.92,164.8,Hourglass
43.2,62.89,91.18,165.28,Hourglass
43.66,63.51,91.96,162.95,Hourglass
42.44,62.21,91.52,163.34,Hourglass
41.32,70.16,91.26,162.42,Hourglass
43.22,74.93,93.41,171.63,Inverted Triangle
44.24,81.23,81.77,168.21,Rectangle
41.51,82.35,83.66,162.59,Rectangle
44.39,74.9,88.66,170.27,Inverted Triangle
38.87,81.12,82.09,163.71,Rectangle
39.57,71.42,101.71,160.05,Pear
40.43,71.49,95.51,175.91,Hourglass
37.24,69.13,90.12,162.65,Pear
45.01,67.25,88.6,167.3,Hourglass
42.22,70.89,94.84,159.91,Pear
42.63,85.64,84.01,160.44,Rectangle
43.82,61.44,91.9,171.55,Hourglass
46.64,74.68,84.84,171.51,Inverted Triangle
42.83,71.34,87.14,170.41,Inverted Triangle
40.99,76.39,84.2,159.44,Rectangle
36.92,66.27,97.51,171.46,Pear
43.81,76.11,86.9,164.84,Inverted Triangle
36.85,71.52,96.09,162.78,Pear
41.28,77.64,88.3,165.51,Inverted Triangle
45.25,65.18,94.45,166.45,Hourglass
45.97,67.38,86.73,164.57,Inverted Triangle
37.16,67.83,93.83,168.13,Pear
38.56,64.56,90.39,160.96,Pear
39.47,70.89,88.5,162.11,Hourglass
46.46,67.04,93.42,167.41,Hourglass
45.62,78.79,93.87,167.29,Inverted Triangle
46.67,74.96,91.48,171.98,Inverted Triangle
45.3,75.74,83.3,171.53,Inverted Triangle
42.09,73.67,86.33,168.43,Inverted Triangle
44.26,74.96,90.82,168.4,Inverted Triangle
40.08,67.3,92.32,164.98,Hourglass
43.84,64.16,90.43,158.84,Hourglass
46.33,80.55,85.58,168.6,Inverted Triangle
47.55,73.49,84.88,174.45,Inverted Triangle
38.23,70.55,98.64,172.57,Pear
43.87,63.44,92.48,163.06,Hourglass
40.97,80.33,80.43,158.95,Rectangle
38.58,67.27,94.1,164.28,Pear
38.85,79.31,79.94,172.46,Rectangle
41.07,78.55,82.2,168.31,Rectangle
43.1,78.79,82.89,158.31,Rectangle
42.66,75.0,88.45,170.72,Inverted Triangle
41.74,67.12,92.95,160.92,Hourglass
43.93,78.6,79.31,172.03,Rectangle
43.37,74.65,88.54,166.9,Inverted Triangle
42.86,69.08,98.23,162.86,Hourglass
42.94,80.17,85.33,170.74,Rectangle
41.8,77.69,74.85,169.99,Rectangle
45.74,66.85,94.04,162.91,Hourglass
44.95,77.96,83.33,161.55,Rectangle
42.8,67.0,96.68,165.13,Hourglass
35.08,72.41,91.31,170.3,Pear
40.51,68.27,91.47,163.76,Hourglass
40.98,80.38,79.03,167.41,Rectangle
46.61,74.68,89.03,168.21,Inverted Triangle
38.32,64.17,94.0,168.85,Hourglass
43.01,64.23,87.04,156.39,Hourglass
37.92,65.54,96.99,165.88,Hourglass
44.98,62.45,97.27,164.28,Hourglass
43.06,61.57,95.96,173.19,Hourglass
42.69,83.55,82.68,159.93,Rectangle
35.71,70.24,95.43,168.1,Pear
44.43,70.71,88.84,164.47,Inverted Triangle
42.55,67.66,95.33,160.79,Hourglass
37.42,67.39,93.1,163.96,Pear
44.75,81.84,81.16,167.95,Rectangle
43.63,78.86,90.97,172.71,Inverted Triangle
37.39,70.87,94.31,161.34,Pear
38.0,72.49,92.21,163.98,Pear
46.07,64.43,91.76,162.37,Hourglass
41.14,80.57,86.93,158.37,Rectangle
49.2,69.0,85.71,170.41,Inverted Triangle
41.85,73.64,89.59,170.13,Inverted Triangle
35.58,65.87,91.36,165.98,Pear
43.95,82.29,87.59,163.33,Rectangle
34.61,66.75,92.62,161.86,Pear
40.32,69.49,94.9,169.93,Pear
45.14,74.42,87.88,167.99,Inverted Triangle
38.83,67.94,95.77,165.67,Pear
42.12,77.71,75.55,170.49,Rectangle
38.97,67.07,96.04,165.08,Pear
41.92,70.64,96.05,164.49,Hourglass
40.52,78.1,88.3,169.87,Inverted Triangle
36.31,81.99,96.76,159.54,Pear
37.36,72.33,98.67,161.91,Pear
44.89,77.21,84.26,161.7,Rectangle
39.82,81.5,84.09,170.04,Rectangle
40.65,63.39,93.08,164.71,Hourglass
43.1,66.43,90.66,169.15,Hourglass
43.98,71.84,84.67,168.38,Inverted Triangle
43.65,83.83,82.36,168.75,Rectangle
41.91,65.48,94.13,162.54,Hourglass
42.64,81.33,78.69,168.75,Rectangle
39.86,65.15,92.34,156.94,Hourglass
44.18,69.69,88.01,170.51,Inverted Triangle
43.41,72.3,90.69,170.73,Inverted Triangle
43.26,64.35,93.52,167.45,Hourglass
43.27,73.95,90.87,166.76,Inverted Triangle
44.34,74.04,92.93,172.78,Inverted Triangle
41.61,67.64,88.46,168.66,Hourglass
38.5,66.24,95.32,164.08,Pear
44.61,72.91,90.12,168.39,Inverted Triangle
44.87,72.54,90.95,161.47,Inverted Triangle
42.7,59.99,93.15,165.41,Hourglass
47.13,77.31,90.93,165.09,Inverted Triangle
42.99,65.86,87.56,158.99,Hourglass
38.69,71.02,88.55,161.45,Hourglass
43.34,63.7,96.8,158.88,Hourglass
37.57,69.77,93.48,164.55,Pear
42.55,83.23,82.24,171.89,Rectangle
41.98,59.14,92.28,165.9,Hourglass
41.81,69.32,89.52,166.38,Hourglass
44.35,82.87,83.03,167.67,Rectangle
44.21,65.58,92.45,164.34,Hourglass
40.97,68.93,93.62,167.26,Hourglass
38.88,65.93,90.29,160.19,Pear
43.73,63.51,90.23,159.95,Hourglass
41.31,83.94,88.92,166.61,Rectangle
41.21,80.84,82.1,167.71,Rectangle
39.25,75.79,78.91,171.02,Rectangle
43.34,78.26,81.42,163.63,Rectangle
41.8,74.45,88.32,167.67,Rectangle
43.27,74.39,85.17,164.39,Rectangle
43.97,83.53,82.98,164.17,Rectangle
41.97,83.91,82.83,161.87,Rectangle
44.23,74.12,90.35,166.35,Inverted Triangle
42.0,83.08,85.15,162.72,Rectangle
39.61,65.49,92.34,158.11,Hourglass
49.8,77.81,85.18,167.14,Inverted Triangle
37.5,68.21,97.74,155.51,Hourglass
37.35,67.54,94.76,165.7,Pear
46.17,73.64,86.11,169.94,Inverted Triangle
44.09,71.22,92.08,171.05,Inverted Triangle
43.49,81.56,83.85,167.38,Rectangle
46.87,67.85,89.85,165.54,Hourglass
40.47,73.25,95.38,161.88,Pear
42.58,66.76,94.42,160.76,Hourglass
43.86,77.67,84.51,170.61,Inverted Triangle
41.99,77.1,83.69,160.96,Rectangle
40.95,69.84,95.98,177.49,Hourglass
47.7,73.02,92.74,160.46,Inverted Triangle
43.48,75.14,89.76,168.51,Inverted Triangle
44.5,61.65,95.18,166.27,Hourglass
38.55,72.78,94.14,165.69,Pear
43.49,62.45,90.72,158.95,Hourglass
45.09,69.84,86.6,176.12,Inverted Triangle
41.24,78.88,85.83,169.02,Rectangle
44.16,71.38,88.34,173.5,Inverted Triangle
42.65,82.72,77.93,169.75,Rectangle
46.61,80.2,83.52,168.16,Rectangle
37.84,65.83,93.46,163.21,Pear
43.48,75.72,88.04,167.69,Inverted Triangle
40.87,74.33,90.84,168.88,Inverted Triangle
43.22,78.0,78.56,170.23,Rectangle
36.95,66.38,94.39,161.61,Pear
41.63,69.74,102.07,163.1,Pear
42.18,81.82,84.3,171.98,Rectangle
41.68,77.38,83.64,165.32,Rectangle
46.04,76.11,82.52,172.58,Rectangle
43.95,71.22,90.93,170.5,Inverted Triangle
35.91,68.82,96.38,160.65,Pear
43.56,80.45,79.3,163.13,Rectangle
36.0,79.63,75.97,165.53,Rectangle
46.01,73.35,89.03,165.59,Inverted Triangle
45.49,73.46,86.88,162.36,Inverted Triangle
45.61,66.81,96.5,161.09,Hourglass
34.52,73.03,96.64,160.03,Pear
45.93,76.79,83.02,171.45,Inverted Triangle
49.13,75.28,86.34,171.03,Inverted Triangle
40.91,70.98,98.92,163.48,Pear
34.86,72.74,91.54,169.86,Pear
37.24,71.65,98.61,171.36,Pear
40.57,62.18,94.18,166.54,Hourglass
43.59,70.07,87.8,171.9,Inverted Triangle
43.15,74.27,90.6,176.69,Inverted Triangle
37.5,81.16,84.98,166.86,Rectangle
39.72,79.7,84.05,172.92,Rectangle
44.81,70.2,92.38,163.72,Hourglass
41.72,76.18,97.93,160.95,Pear
42.91,70.63,95.31,169.98,Inverted Triangle
41.9,72.77,89.23,169.03,Rectangle
36.59,67.03,98.16,170.74,Pear
43.0,87.08,82.53,170.34,Rectangle
37.71,67.52,93.1,163.41,Pear
44.06,81.5,81.18,169.22,Rectangle
37.63,71.85,99.78,164.97,Pear
42.78,87.16,83.21,172.27,Rectangle
41.06,66.04,90.2,166.32,Hourglass
44.25,76.94,81.29,174.83,Rectangle
41.09,80.13,80.36,160.38,Rectangle
42.76,79.46,85.57,167.05,Rectangle
45.14,67.56,93.61,162.52,Hourglass
43.94,76.28,90.05,174.47,Inverted Triangle
44.74,65.88,89.61,167.66,Hourglass
41.87,69.21,91.52,164.85,Hourglass
38.12,64.32,99.15,162.2,Pear
45.69,77.56,86.16,163.79,Rectangle
37.69,64.7,99.28,162.12,Pear
43.43,73.41,85.08,167.49,Inverted Triangle
34.79,66.92,94.88,170.58,Pear
43.98,68.1,93.84,164.52,Hourglass
37.43,64.1,91.35,154.41,Pear
45.77,66.73,85.65,166.73,Inverted Triangle
37.89,70.16,95.62,160.12,Pear
43.34,67.9,91.92,158.92,Hourglass
37.62,74.5,92.66,164.58,Pear
43.28,75.05,84.65,175.29,Rectangle
38.72,73.32,92.81,166.83,Pear
46.43,75.13,91.1,170.24,Inverted Triangle
41.47,65.82,89.96,166.59,Hourglass
43.67,78.46,90.96,171.96,Inverted Triangle
41.73,65.83,92.58,162.35,Hourglass
38.95,67.75,93.49,166.15,Pear
41.86,66.16,97.26,167.3,Hourglass
44.14,83.17,75.81,163.13,Rectangle
38.06,64.28,97.54,165.07,Hourglass
40.55,72.8,100.08,163.05,Pear
44.27,65.97,95.68,167.57,Hourglass
43.84,74.96,89.32,175.74,Inverted Triangle
41.77,76.02,78.17,160.07,Rectangle
43.51,65.98,87.43,155.41,Hourglass
42.65,85.05,84.3,171.51,Rectangle
43.95,76.14,89.31,166.14,Inverted Triangle
42.93,68.33,96.24,171.23,Pear
41.7,63.5,94.98,162.2,Hourglass
39.0,71.82,94.13,160.38,Pear
46.89,74.34,92.01,170.15,Inverted Triangle
41.09,87.28,77.38,164.29,Rectangle
44.9,75.92,85.63,167.93,Rectangle
41.88,77.36,82.26,172.95,Rectangle
41.88,82.42,85.13,161.26,Rectangle
45.78,76.99,92.77,171.26,Inverted Triangle
38.34,71.44,93.9,160.33,Pear
41.21,66.52,93.8,166.56,Hourglass
44.68,70.87,86.31,173.33,Inverted Triangle
39.37,71.68,95.82,158.91,Pear
46.15,76.79,82.42,166.37,Rectangle
45.89,77.7,82.48,166.88,Rectangle
43.75,65.03,94.34,167.54,Hourglass
43.84,82.96,84.14,165.07,Rectangle
47.02,73.29,93.16,170.9,Inverted Triangle
44.55,69.82,88.67,165.14,Inverted Triangle
44.3,81.46,80.79,163.39,Rectangle
39.73,80.33,77.98,168.78,Rectangle
42.51,77.01,79.66,166.4,Rectangle
42.66,79.08,81.7,162.68,Rectangle
34.32,77.5,96.41,163.64,Pear
41.8,65.23,91.26,165.34,Hourglass
41.63,78.12,79.84,164.46,Rectangle
44.84,73.02,89.98,165.56,Inverted Triangle
43.57,69.33,87.68,159.24,Hourglass
44.36,76.49,80.67,175.37,Rectangle
44.32,76.92,82.96,165.93,Rectangle
41.1,78.7,81.83,168.02,Rectangle
38.61,77.68,81.11,161.42,Rectangle
47.62,78.25,90.07,166.85,Inverted Triangle
42.69,67.09,93.95,161.68,Hourglass
41.06,67.37,93.09,160.41,Hourglass
46.05,72.65,92.31,170.77,Inverted Triangle
45.7,75.27,86.66,164.39,Inverted Triangle
40.92,79.57,80.57,164.45,Rectangle
45.71,78.21,92.28,169.04,Inverted Triangle
37.37,70.82,93.79,159.28,Pear
43.67,63.4,90.59,159.08,Hourglass
44.36,75.42,79.74,164.76,Rectangle
44.88,74.37,88.83,171.58,Inverted Triangle
42.16,77.71,80.77,165.16,Rectangle
41.66,68.69,93.13,164.24,Hourglass
37.43,68.35,89.76,161.52,Pear
41.07,79.49,83.11,168.96,Inverted Triangle
36.05,78.0,86.15,163.96,Rectangle
41.2,69.61,86.49,167.26,Inverted Triangle
42.97,74.96,85.46,164.85,Rectangle
41.24,82.14,80.67,161.92,Rectangle
38.83,79.16,78.42,172.42,Rectangle
41.72,65.66,89.58,166.54,Hourglass
45.38,66.28,96.59,159.7,Hourglass
45.59,64.58,94.14,165.62,Hourglass
42.02,63.11,95.49,162.3,Hourglass
48.87,75.21,85.74,170.93,Inverted Triangle
36.47,67.81,95.05,166.73,Pear
41.16,79.58,82.8,161.51,Rectangle
44.39,74.41,83.53,161.03,Inverted Triangle
38.13,78.07,82.95,159.57,Rectangle
43.07,73.02,89.36,166.37,Inverted Triangle
43.55,74.42,87.37,166.75,Inverted Triangle
48.92,74.73,86.45,163.86,Inverted Triangle
44.67,78.22,87.44,165.03,Inverted Triangle
37.11,67.52,97.08,171.54,Pear
43.65,81.72,82.03,168.86,Rectangle
44.93,68.44,84.88,168.33,Hourglass
42.63,68.64,90.78,171.46,Hourglass
37.79,68.54,93.93,161.45,Pear
42.45,77.48,86.05,161.22,Rectangle
36.14,82.61,97.72,161.32,Pear
44.15,66.3,96.09,167.07,Hourglass
44.39,65.57,95.43,169.54,Hourglass
42.62,69.07,90.27,161.94,Hourglass
41.15,78.62,79.8,158.09,Rectangle
42.99,64.26,95.82,158.93,Hourglass
44.32,61.82,92.81,171.26,Hourglass
40.87,79.7,79.89,165.19,Rectangle
47.79,78.8,81.47,176.87,Rectangle
44.31,80.9,84.25,163.52,Rectangle
42.58,70.77,94.94,171.71,Inverted Triangle
42.04,82.34,83.34,171.12,Rectangle
43.8,64.93,99.32,162.84,Hourglass
43.68,80.83,80.13,163.26,Rectangle
44.86,76.42,83.16,164.67,Rectangle
45.59,78.32,92.64,170.34,Inverted Triangle
43.49,77.44,77.7,171.14,Rectangle
44.24,66.42,92.13,160.04,Hourglass
46.02,68.27,88.57,163.33,Inverted Triangle
42.04,81.97,81.76,162.47,Rectangle
41.27,81.5,81.56,162.48,Rectangle
41.21,78.41,79.13,172.45,Rectangle
45.27,74.57,87.8,163.98,Inverted Triangle
43.7,64.55,90.47,155.81,Hourglass
46.33,76.53,83.64,170.37,Inverted Triangle
45.38,78.88,92.98,168.96,Inverted Triangle
38.36,82.46,84.48,167.45,Rectangle
44.02,82.28,82.65,166.94,Rectangle
38.62,75.56,83.68,167.93,Rectangle
39.02,76.16,84.17,168.4,Rectangle
42.02,78.91,85.55,165.91,Inverted Triangle
36.52,81.15,98.94,160.37,Pear
42.84,67.95,88.29,160.47,Hourglass
45.8,72.07,88.49,173.29,Inverted Triangle
44.46,71.05,86.45,164.54,Inverted Triangle
42.81,69.23,90.19,157.67,Hourglass
35.88,69.86,97.78,160.03,Pear
40.11,80.84,76.06,166.74,Rectangle
42.07,77.64,78.82,162.97,Rectangle
37.6,67.29,91.55,157.5,Pear
46.72,75.48,91.77,170.13,Inverted Triangle
40.95,80.99,80.04,167.07,Rectangle
43.86,65.59,90.57,163.74,Hourglass
42.82,61.97,95.83,175.15,Hourglass
43.62,65.03,94.25,166.77,Hourglass
36.84,74.23,97.39,168.45,Pear
45.46,77.54,92.29,169.75,Inverted Triangle
36.95,70.82,91.17,168.13,Pear
43.42,63.3,87.57,162.99,Hourglass
44.24,83.07,83.75,166.09,Rectangle
38.05,72.44,94.0,162.02,Pear
42.38,78.53,85.36,164.47,Rectangle
42.95,64.01,86.49,162.36,Hourglass
39.26,69.6,92.74,164.41,Pear
42.23,76.37,89.28,162.49,Inverted Triangle
42.81,79.67,93.0,165.32,Inverted Triangle
39.65,68.54,101.22,165.77,Pear
38.75,70.8,94.26,158.19,Pear
37.59,66.55,92.77,163.25,Pear
41.86,67.25,94.42,161.44,Hourglass
40.52,68.6,94.08,166.19,Pear
38.66,73.13,93.12,167.02,Pear
46.94,80.14,89.14,169.03,Inverted Triangle
46.65,71.88,85.98,162.34,Inverted Triangle
36.46,67.69,99.79,157.23,Pear
44.04,75.34,91.23,173.73,Inverted Triangle
49.14,76.2,92.81,160.57,Inverted Triangle
43.96,77.8,89.23,163.74,Inverted Triangle
39.21,66.09,89.47,169.32,Hourglass
43.16,70.87,89.73,169.06,Inverted Triangle
44.39,81.22,80.75,167.06,Rectangle
47.51,70.56,87.75,167.47,Inverted Triangle
40.67,77.55,83.13,161.06,Rectangle
40.6,84.72,81.8,163.17,Rectangle
45.75,69.07,88.45,161.76,Inverted Triangle
46.5,68.89,87.81,162.0,Inverted Triangle
42.91,65.16,87.86,157.07,Hourglass
43.0,79.72,81.92,162.4,Rectangle
43.58,64.45,89.3,164.81,Hourglass
46.07,65.0,92.87,161.01,Hourglass
36.62,69.73,95.63,168.23,Pear
43.09,79.1,83.47,161.68,Rectangle
42.8,67.15,95.08,161.25,Hourglass
45.92,71.63,87.84,170.8,Inverted Triangle
46.14,62.88,93.26,161.7,Hourglass
40.72,67.82,87.84,167.52,Hourglass
48.12,77.0,91.29,160.53,Inverted Triangle
48.18,73.32,86.43,163.13,Inverted Triangle
43.18,86.63,85.11,168.39,Rectangle
42.13,74.93,78.55,163.02,Rectangle
39.94,84.81,82.15,168.47,Rectangle
43.43,85.3,82.28,170.26,Rectangle
43.21,66.31,89.29,166.8,Hourglass
44.15,77.17,91.54,174.69,Inverted Triangle
41.46,69.58,98.31,173.82,Pear
41.71,76.89,77.92,162.57,Rectangle
39.46,69.03,87.96,171.06,Hourglass
39.19,68.97,93.34,164.03,Pear
44.5,71.81,85.66,168.54,Inverted Triangle
41.84,71.03,95.79,165.24,Hourglass
45.24,72.64,89.78,161.59,Inverted Triangle
50.1,77.22,85.09,166.91,Inverted Triangle
38.35,65.45,91.59,156.26,Pear
38.77,76.3,90.07,161.86,Pear
42.86,76.93,90.22,163.15,Inverted Triangle
39.82,72.98,93.07,165.43,Pear
36.91,69.19,97.68,169.02,Pear
41.6,65.46,94.98,163.17,Hourglass
37.11,67.45,94.64,165.77,Pear
41.94,76.24,81.47,165.14,Rectangle
43.24,68.33,97.67,161.57,Hourglass
43.85,65.55,90.03,166.99,Hourglass
47.37,80.01,88.67,168.33,Inverted Triangle
40.31,70.92,101.66,167.64,Pear
39.42,72.59,101.4,166.33,Pear
35.21,67.2,96.92,165.84,Pear
35.56,70.2,94.56,169.29,Pear
38.55,72.78,90.31,160.05,Pear
45.89,79.0,89.09,167.51,Inverted Triangle
43.87,64.6,97.45,151.94,Hourglass
44.38,62.35,95.72,158.12,Hourglass
39.2,76.18,91.55,162.01,Pear
39.7,70.21,94.99,166.76,Pear
43.22,63.89,91.56,166.3,Hourglass
44.01,74.49,92.35,171.56,Inverted Triangle
45.12,75.46,83.5,172.9,Inverted Triangle
42.67,67.1,92.85,168.24,Hourglass
45.15,64.62,94.5,166.54,Hourglass
40.39,80.97,78.44,169.62,Rectangle
46.35,63.65,92.88,161.16,Hourglass
35.45,71.02,95.77,170.16,Pear
37.24,67.97,94.5,168.23,Pear
49.65,65.46,88.56,167.0,Hourglass
36.46,67.56,89.18,168.71,Pear
42.32,75.96,89.7,169.01,Inverted Triangle
40.19,61.55,95.12,165.93,Hourglass
40.02,78.38,75.3,170.64,Rectangle
44.61,75.33,87.12,168.06,Inverted Triangle
41.97,65.6,96.91,169.87,Hourglass
40.43,61.89,95.5,166.24,Hourglass
37.95,70.41,92.49,157.17,Pear
44.75,66.64,98.71,159.73,Hourglass
40.81,77.37,81.31,168.28,Rectangle
44.77,70.8,86.01,169.95,Inverted Triangle
37.57,73.33,96.01,161.95,Pear
43.92,71.28,88.78,174.02,Inverted Triangle
43.07,82.55,89.94,167.43,Inverted Triangle
38.25,63.9,94.53,168.35,Hourglass
44.08,86.27,79.74,164.92,Rectangle
41.33,69.91,95.52,176.4,Hourglass
39.49,67.14,89.63,170.22,Hourglass
40.68,62.58,93.2,164.51,Hourglass
41.55,69.96,95.24,161.53,Pear
41.0,67.44,96.9,164.74,Pear
43.2,71.96,90.54,169.24,Inverted Triangle
36.74,70.59,93.63,166.49,Pear
48.06,70.33,87.98,170.48,Inverted Triangle
39.69,70.43,92.53,164.86,Pear
34.58,73.61,96.1,158.23,Pear
44.96,74.27,86.81,162.64,Inverted Triangle
35.25,71.89,95.32,158.02,Pear
42.08,67.53,95.38,163.67,Hourglass
42.61,72.68,87.82,167.38,Rectangle
43.81,69.48,88.34,160.45,Hourglass
41.14,80.17,80.43,168.24,Rectangle
